,band_name,fans,formed,origin,split,style
2748,"Mordred",9,1984,"USA",-,"Thrash,Funk rock"
2749,"Mortals",9,2009,"USA",2009,"Sludge,Hardcore,Blackened sludge,Punk"
2750,"Naðra",9,2008,"Iceland",-,"Black"
2751,"Narrow House",9,2008,"Ukraine",2008,"Funeral doom,Doom"
2752,"Nemertines",9,2009,"Russia",-,"Progressive math,Djent"
2753,"Nhor",9,2009,"United Kingdom",2009,"Atmospheric black,Doom,Ambient,Folk"
2754,"Nucleus Torn",9,1997,"Switzerland",-,"Alternative,Neofolk"
2755,"Oak Pantheon",9,2011,"USA",2011,"Melodic black,Post-metal"
2756,"Oracles",9,2014,"Belgium",-,"Melodic death,Symphonic"
2757,"Ordinance",9,2009,"USA",2009,"Progressive death,Technical death"
2758,"Paganizer",9,1998,"Sweden",-,"Death"
2759,"Pandemia",9,1995,"Czech Republic",1995,"Death"
2760,"Pantheon I",9,2002,"Norway",-,"Black"
2761,"Pantommind",9,1993,"Bulgaria",1993,"Progressive"
2762,"Rebel Meets Rebel",9,1999,"USA",2004,"Heavy,Country"
2763,"Ribspreader",9,2002,"Sweden",2002,"Death"
2764,"Sacred Oath",9,1985,"USA",-,"Us power,Heavy"
2765,"Samsara Blues Experiment",9,2007,"Germany",2007,"Stoner"
2766,"Satyrian",9,2004,"The Netherlands",-,"Gothic"
2767,"Savn",9,2013,"Norway",2013,"Symphonic gothic"
2768,"Sole Remedy",9,1998,"Finland",-,"Atmospheric progressive"
2769,"Sorcerer",9,1988,"Sweden",1988,"Epic doom"
2770,"Sortilège",9,1981,"France",1986,"Heavy"
2771,"Soulitude",9,2006,"Spain",2006,"Power"
2772,"Stille Volk",9,1994,"France",-,"Medieval folk"
2773,"Subversion",9,2008,"United Kingdom",2008,"Melodic death,Symphonic,Djent"
2774,"Success Will Write Apocalypse Across The Sky",9,2006,"USA",-,"Deathgrind"
2775,"Taak",9,2005,"Estonia",2005,"Doom"
2776,"Terhen",9,2004,"Finland",-,"Atmospheric doom"
2777,"The Bereaved",9,1998,"Sweden",1998,"Gothenburg"
2778,"The Crest",9,1996,"Norway",2010,"Gothic,Gothic rock"
2779,"The Graviators",9,2009,"Sweden",2009,"Stoner,Doom"
2780,"Thee Orakle",9,2004,"Portugal",2013,"Progressive death,Gothic"
2781,"Timeghoul",9,1987,"USA",1987,"Progressive death"
2782,"Uada",9,2014,"USA",-,"Black"
2783,"Vengeful",9,2003,"Canada",2003,"Technical death"
2784,"Vermin Womb",9,2014,"USA",-,"Death,Grindcore"
2785,"Victory",9,1984,"Germany",1984,"Heavy"
2786,"Visigoth",9,2010,"USA",-,"Heavy,Power"
2787,"Winterhymn",9,2010,"USA",2010,"Folk"
2788,"Aberrant Vascular",8,2003,"Finland",-,"Avantgarde,Symphonic"
2789,"Acacia",8,2012,"Sweden",2012,"Black,Doom"
2790,"Advent Of Bedlam",8,2009,"Costa Rica",-,"Melodic death,Death"
2791,"Age Of Taurus",8,2009,"United Kingdom",2009,"Doom"
2792,"Agrimonia",8,2005,"Sweden",-,"Post-metal,Sludge,Crust punk"
2793,"Akroma",8,2003,"France",2003,"Progressive black,Symphonic black"
2794,"Aldious",8,2008,"Japan",-,"Power"
2795,"Almyrkvi",8,2014,"Iceland",2014,"Black"
2796,"Another Messiah",8,2003,"The Netherlands",2009,"Post-metal,Doom"
2797,"Apostasy",8,2000,"Sweden",2000,"Black"
2798,"Arida Vortex",8,1998,"Russia",-,"Power"
2799,"Asylum Pyre",8,2003,"France",2003,"Progressive,Power"
2800,"Bane Of Winterstorm",8,2009,"Australia",-,"Symphonic power"
2801,"Below The Sun",8,2012,"Russia",2012,"Funeral doom"
2802,"Bestia",8,2000,"Estonia",-,"Blackened death,Pagan black"
2803,"Black Fate",8,1990,"Greece",1990,"Power,Progressive"
2804,"Born From Pain",8,1997,"The Netherlands",-,"Hardcore,Metalcore"
2805,"Britny Fox",8,1986,"USA",1986,"Hard rock,Glam"
2806,"Cenotaph",8,1989,"Mexico",2002,"Death"
2807,"Ceremonial Perfection",8,2007,"Estonia",2007,"Melodic death"
2808,"Clandestine Blaze",8,1998,"Finland",-,"Black"
2809,"Consciousness Removal Project",8,2004,"Finland",2004,"Post-metal"
2810,"Coram Lethe",8,1999,"Italy",-,"Melodic death"
2811,"Crimson Swan",8,2010,"Germany",2010,"Gothic doom,Death doom"
2812,"Crossfire",8,1998,"Turkey",-,"Power,Thrash"
2813,"Crypt Sermon",8,2013,"USA",2013,"Doom"
2814,"Dagor Dagorath",8,2003,"Israel",-,"Symphonic black,Death"
2815,"Dark Sarah",8,2012,"Finland",2012,"Gothic,Symphonic"
2816,"Darkend",8,2006,"Italy",-,"Symphonic black"
2817,"Deathbound",8,1995,"Finland",1995,"Death,Grindcore"
2818,"Deivos",8,1997,"Poland",-,"Death"
2819,"Dephosphorus",8,2008,"Greece",2008,"Blackened death,Grindcore"
2820,"Descend Into Despair",8,2010,"Romania",-,"Funeral doom"
2821,"Destrose",8,2005,"Japan",2005,"Heavy"
2822,"Destructor",8,1984,"USA",-,"Us power,Thrash"
2823,"Devathorn",8,2002,"Greece",2002,"Black"
2824,"Diskord",8,1999,"Norway",-,"Progressive death,Technical death"
2825,"Dragon Guardian",8,2006,"Japan",2006,"Symphonic power"
2826,"Drone",8,2004,"Germany",-,"Nu thrash"
2827,"Dusk",8,1993,"USA",1993,"Death doom"
2828,"E-an-na",8,2014,"Romania",-,"Folk"
2829,"Enid",8,1997,"Germany",1997,"Symphonic black"
2830,"Ensoph",8,1997,"Italy",-,"Avantgarde,Gothic"
2831,"Epizod",8,1988,"Bulgaria",1988,"Heavy"
2832,"Evenfall",8,1997,"Italy",-,"Gothic"
2833,"Fairytale Abuse",8,1995,"Denmark",1995,"Melodic black"
2834,"Fear Of God",8,1989,"USA",1996,"Thrash"
2835,"Fit For An Autopsy",8,2008,"USA",2008,"Deathcore"
2836,"Fleshgore",8,2000,"Ukraine",-,"Brutal death"
2837,"Full Of Hell",8,2009,"USA",2009,"Grindcore,Hardcore,Punk"
2838,"Gallows End",8,2007,"Sweden",-,"Heavy"
2839,"Gaza",8,2004,"USA",2004,"Grindcore"
2840,"Gothmog",8,2005,"Spain",2012,"Melodic black,Symphonic black"
2841,"Greymachine",8,2009,"United Kingdom",2009,"Experimental industrial,Avantgarde"
2842,"Hacktivist",8,2011,"United Kingdom",-,"Nu,Djent,Rap"
2843,"Hansen & Friends",8,2016,"Germany",2016,"Heavy,Power"
2844,"Heliosaga",8,2010,"USA",-,"Symphonic power"
2845,"Hellbringer",8,2010,"Australia",2010,"Thrash,Speed"
2846,"Hellish Crossfire",8,2002,"Germany",-,"Blackened thrash"
2847,"Helms Alee",8,2007,"USA",2007,"Sludge,Noise rock,Post-hardcore"
2848,"Horisont",8,2006,"Sweden",-,"Hard rock"
2849,"I Am I",8,2012,"United Kingdom",2012,"Heavy,Power"
2850,"Imagika",8,1993,"USA",2011,"Thrash,Us power"
2851,"Imperial Crystalline Entombment",8,2003,"USA",2003,"Black"
2852,"Infected Rain",8,2008,"Moldova",-,"Nu"
2853,"Inverloch",8,2011,"Australia",2011,"Death doom"
2854,"Invocator",8,1986,"Denmark",-,"Speed,Technical thrash"
2855,"Jack Frost",8,1989,"Austria",1989,"Doom,Gothic doom"
2856,"Kamijo",8,2013,"Japan",-,"Symphonic power,J rock"
2857,"Karybdis",8,2009,"United Kingdom",2009,"Melodic death,Thrash"
2858,"Kill The Client",8,2002,"USA",-,"Grindcore"
2859,"Kingfisher Sky",8,2001,"The Netherlands",2001,"Gothic,Progressive rock"
2860,"Lyria",8,2012,"Brazil",-,"Symphonic,Alternative"
2861,"Lyzanxia",8,1996,"France",1996,"Thrash"
2862,"Manimal",8,2001,"Sweden",-,"Power"
2863,"Mares Of Thrace",8,2009,"Canada",2009,"Sludge,Doom"
2864,"Marriages",8,2011,"USA",-,"Alternative"
2865,"Martyrdöd",8,2001,"Sweden",2001,"Crust punk,D-beat"
2866,"Masacre (COL)",8,1988,"Colombia",-,"Death"
2867,"May Result",8,1995,"Serbia",1995,"Black"
2868,"Melted Space",8,2007,"France",-,"Symphonic,Ambient,Neoclassical"
2869,"Mirzadeh",8,2000,"Finland",2000,"Melodic black"
2870,"Moss",8,2000,"United Kingdom",-,"Drone doom,Doom,Sludge"
2871,"My Lament",8,2002,"Belgium",2002,"Gothic doom,Death doom"
2872,"Nachtgeschrei",8,2006,"Germany",-,"Folk"
2873,"Natan",8,2002,"Belgium",2002,"Pagan black"
2874,"Neglected Fields",8,1995,"Latvia",-,"Technical death"
2875,"Nehëmah",8,1992,"France",1992,"Black"
2876,"Oath To Vanquish",8,2001,"Lebanon",-,"Black,Death"
2877,"Obsidian Gate",8,1994,"Germany",1994,"Symphonic black"
2878,"Phazm",8,2003,"France",-,"Death ',N',Roll"
2879,"Place Of Skulls",8,2000,"USA",2000,"Doom"
2880,"Plague Widow",8,2011,"USA",-,"Deathgrind"
2881,"Platitude",8,1995,"Sweden",1995,"Neoclassical power"
2882,"Primitive Graven Image",8,2006,"United Kingdom",-,"Black"
2883,"Putridity",8,2005,"Italy",2005,"Brutal death"
2884,"Ravage",8,1995,"USA",-,"Heavy"
2885,"Rebaelliun",8,1998,"Brazil",1998,"Death"
2886,"Recueil Morbide",8,2000,"France",-,"Brutal death"
2887,"Red Descending",8,2003,"Australia",2003,"Melodic death"
2888,"Resurrected",8,1993,"Germany",-,"Brutal death"
2889,"Ross The Boss",8,2006,"USA",2006,"Heavy,Us power"
2890,"S.D.I.",8,1986,"Germany",-,"Speed"
2891,"Sannhet",8,2010,"USA",2010,"Experimental black"
2892,"Sarissa",8,1985,"Greece",-,"Heavy,Power,Progressive"
2893,"Sinmara",8,2008,"Iceland",2008,"Black"
2894,"Sister",8,2006,"Sweden",-,"Glam"
2895,"Slugathor",8,1999,"Finland",1999,"Death"
2896,"Slumpark Correctional",8,2003,"Syria",-,"Death,Thrash"
2897,"Sorcier Des Glaces",8,1997,"Canada",1997,"Black"
2898,"Southern Cross",8,2001,"Canada",-,"Progressive,Progressive power"
2899,"Space Eater",8,2004,"Serbia",2004,"Thrash"
2900,"Spidkilz",8,2010,"Italy",-,"Speed,Heavy,Thrash"
2901,"Spirit Caravan",8,1996,"USA",1996,"Doom,Stoner"
2902,"Stabat Mater",8,2001,"Finland",-,"Funeral doom"
2903,"Tantara",8,2009,"Norway",2009,"Thrash"
2904,"Target",8,1986,"Belgium",1990,"Progressive thrash"
2905,"Tau Cross",8,2014,"United Kingdom",2014,"Heavy,Crust,Punk"
2906,"Thaw",8,2010,"Poland",-,"Experimental black,Ambient noise"
2907,"The Final Harvest",8,2007,"Finland",2007,"Thrash,Melodic death"
2908,"The Kindred",8,2013,"Canada",-,"Progressive"
2909,"The Neologist",8,2009,"USA",2009,"Melodic death"
2910,"The Oath",8,2012,"Germany",2014,"Doom,Hard rock"
2911,"The Secret",8,2003,"Italy",2003,"Black,Grindcore,Metalcore"
2912,"The Wounded Kings",8,2005,"United Kingdom",2016,"Doom"
2913,"The Zenith Passage",8,2012,"USA",2012,"Technical death"
2914,"Thrashless",8,2010,"Estonia",-,"Thrash"
2915,"Twisted Tower Dire",8,1995,"USA",1995,"Us power"
2916,"Unseen Terror",8,1986,"United Kingdom",1990,"Death,Thrash,Grindcore"
2917,"Urkraft",8,1995,"Denmark",1995,"Melodic death,Thrash"
2918,"VI",8,2007,"France",-,"Black"
2919,"Vola",8,2005,"Denmark",2005,"Djent ,Progressive,Progressive rock"
2920,"Volahn",8,2003,"USA",-,"Black"
2921,"Volturyon",8,2005,"Sweden",2005,"Death"
2922,"Vorum",8,2006,"Finland",-,"Death"
2923,"Way To End",8,2006,"France",2006,"Avantgarde black"
2924,"White Empress",8,2013,"USA",-,"Extreme symphonic"
2925,"Winterage",8,2008,"Italy",2008,"Power,Symphonic"
2926,"Wolfbrigade",8,1995,"Sweden",-,"Crust punk"
2927,"X-Panda",8,2009,"Estonia",2009,"Progressive,Jazz fusion"
2928,"Young And In The Way",8,2009,"USA",-,"Black,Crust,Punk"
2929,"Zandelle",8,1996,"USA",1996,"Heavy,Power"
2930,"Zuul Fx",8,2003,"France",-,"Death,Thrash"
2931,"?",7,2012,"Iceland",2012,"Depressive black,Doom"
2932,"0 X í S T",7,2008,"Finland",2016,"Death doom"
2933,"7th Reign",7,2005,"Canada",2005,"Progressive power"
2934,"A Sense Of Gravity",7,2011,"USA",-,"Progressive math"
2935,"Abonos",7,1999,"Serbia",1999,"Gothic"
2936,"Abused Majesty",7,1998,"Poland",-,"Symphonic black,Death"
2937,"Adastreia",7,2004,"United Kingdom",2004,"Gothic,Symphonic"
2938,"ADX",7,1982,"France",-,"Speed"
2939,"Aegaeon",7,2008,"USA",2008,"Deathcore"
2940,"Aethyr",7,2014,"Spain",-,"Melodic death,Folk"
2941,"After All",7,1987,"Belgium",1987,"Thrash"
2942,"Ajdath",7,1995,"Jordan",-,"Death"
2943,"Alister",7,1999,"Serbia",1999,"Thrash,Heavy"
2944,"Angeldark",7,2007,"Spain",-,"Gothic,Symphonic"
2945,"Anthropia",7,2003,"France",2003,"Progressive"
2946,"Archivist",7,2015,"nan",-,"Atmospheric black,Post-metal"
2947,"Ariadna Project",7,1999,"Argentina",1999,"Power"
2948,"Asgaard",7,1994,"Poland",-,"Experimental black"
2949,"Ashbringer",7,2013,"USA",2013,"Atmospheric black"
2950,"Astral Sleep",7,2004,"Finland",-,"Death,Atmospheric doom"
2951,"Atomikylä",7,2011,"Finland",2011,"Psychedelic doom,Drone"
2952,"Atra Vetosus",7,2011,"Australia",-,"Melodic black"
2953,"Bakos Attila",7,2012,"Hungary",2012,"Progressive"
2954,"Bast",7,2008,"United Kingdom",-,"Black,Doom,Sludge"
2955,"Beatrik",7,1998,"Italy",1998,"Black,Doom"
2956,"Below",7,2012,"Sweden",-,"Epic doom"
2957,"Beltaine",7,1996,"Czech Republic",1996,"Pagan folk"
2958,"Black Moth",7,2010,"United Kingdom",-,"Stoner rock,Doom,Stoner"
2959,"Black Space Riders",7,2008,"Germany",2008,"Progressive,Stoner"
2960,"Bone Gnawer",7,2009,"Sweden",2015,"Death"
2961,"Bosse-De-Nage",7,2006,"USA",2006,"Black"
2962,"Brown Jenkins",7,2006,"USA",2009,"Black,Doom"
2963,"Burning Circle",7,2006,"Serbia",2006,"Progressive"
2964,"Celtachor",7,2007,"Ireland",-,"Black,Celtic folk"
2965,"Civilization One",7,2006,"Germany",2006,"Power"
2966,"Colosso",7,2011,"Portugal",-,"Death"
2967,"Comeback Kid",7,2000,"Canada",2000,"Hardcore,Metalcore"
2968,"Contradiction",7,1989,"Germany",-,"Thrash"
2969,"Corporation 187",7,1995,"Sweden",1995,"Melodic death,Thrash"
2970,"Corpsefucking Art",7,1993,"Italy",-,"Brutal death"
2971,"Crest Of Darkness",7,1995,"Norway",1995,"Black"
2972,"Crystalmoors",7,1995,"Spain",-,"Celtic black,Pagan black"
2973,"Cynthesis",7,2010,"USA",2010,"Progressive"
2974,"Cytotoxin",7,2010,"Germany",-,"Brutal death"
2975,"Darkflight",7,2000,"Bulgaria",2000,"Black,Doom"
2976,"Dawn Of Silence",7,2000,"Sweden",-,"Melodic heavy"
2977,"Daylight Misery",7,2008,"Greece",2008,"Gothic,Death doom"
2978,"Deadsquad",7,2006,"Indonesia",-,"Brutal death,Technical death"
2979,"Deep Mountains",7,2009,"China",2009,"Atmospheric black,Folk"
2980,"Devil",7,2009,"Norway",-,"Doom,Heavy"
2981,"Divinity Destroyed",7,1999,"USA",1999,"Progressive"
2982,"Dodecahedron",7,2006,"The Netherlands",-,"Black"
2983,"Dodsferd",7,2001,"Greece",2001,"Black"
2984,"Drakkar",7,1995,"Italy",-,"Power"
2985,"Drakum",7,2009,"Spain",2009,"Folk"
2986,"Draugr",7,2002,"Italy",2013,"Melodic death,Pagan black"
2987,"Dreadful Shadows",7,1993,"Germany",1993,"Gothic"
2988,"Edge Of Serenity",7,2007,"The Netherlands",-,"Melodic death"
2989,"Elixir",7,1983,"United Kingdom",1983,"New,Wave,Of british heavy,Heavy"
2990,"Elizium",7,1991,"The Netherlands",-,"Doom,Gothic"
2991,"Enemy Of Reality",7,2013,"Greece",2013,"Symphonic progressive"
2992,"Eternal Idol",7,2016,"Italy",-,"Power,Symphonic,Heavy,Progressive"
2993,"Fistula",7,1998,"USA",1998,"Sludge,Drone doom"
2994,"Flagitious Idiosyncrasy In The Dilapidation",7,2001,"Japan",-,"Grindcore"
2995,"Forgive Me",7,2009,"Jordan",2009,"Depressive black"
2996,"Fragile Vastness",7,2000,"Greece",-,"Progressive,Progressive rock"
2997,"Gnostic",7,2005,"USA",2005,"Technical death,Technical thrash"
2998,"Graveyard Dirt",7,1994,"Ireland",-,"Death,Doom"
2999,"Gridlink",7,2004,"USA",2004,"Technical grindcore"
3000,"Harlott",7,2006,"Australia",-,"Thrash"
3001,"Heaven Grey",7,1993,"Latvia",1993,"Gothic doom"
3002,"Hel",7,1994,"Germany",2012,"Pagan folk"
3003,"Ignivomous",7,2006,"Australia",2006,"Death"
3004,"Illuminata",7,2006,"Austria",-,"Melodic power,Gothic"
3005,"Immensity",7,2009,"Greece",2009,"Atmospheric doom"
3006,"Infernal Poetry",7,1996,"Italy",2014,"Experimental death,Progressive death"
3007,"Insanity",7,1985,"USA",1985,"Death"
3008,"Interitus",7,1993,"Czech Republic",-,"Symphonic"
3009,"Isvind",7,1993,"Norway",1993,"Black"
3010,"J.B.O.",7,1989,"Germany",-,"Industrial,Comedy rock"
3011,"Jacobs Dream",7,2000,"USA",2000,"Us power,Progressive"
3012,"Jig-Ai",7,2005,"Czech Republic",-,"Death,Grindcore"
3013,"Kadavar",7,2007,"Italy",2007,"Death"
3014,"KerecsenSólyom",7,2004,"Hungary",-,"Symphonic folk"
3015,"Lapis Lazuli",7,2005,"Sweden",2005,"Symphonic"
3016,"Legend",7,1978,"USA",1979,"Heavy,Progressive rock"
3017,"Litrosis",7,2010,"Greece",2010,"Symphonic black,Extreme power"
3018,"Logar's Diary",7,1998,"Germany",-,"Power"
3019,"Luctus",7,2001,"Lithuania",2001,"Black,Thrash"
3020,"Lumus",7,2009,"USA",-,"Symphonic power"
3021,"Lust Of Decay",7,1996,"USA",1996,"Thrash,Brutal death"
3022,"Lvcifyre",7,2007,"United Kingdom",-,"Black,Death"
3023,"Magnitude 9",7,1998,"USA",1998,"Progressive,Power"
3024,"Malice",7,1980,"USA",-,"Us heavy,Power"
3025,"Mastic Scum",7,1992,"Austria",1992,"Grindcore"
3026,"Messiah's Kiss",7,2001,"Germany",-,"Heavy"
3027,"Midnight Priest",7,2008,"Portugal",2008,"Heavy"
3028,"Moon",7,2007,"Australia",-,"Black"
3029,"Morost",7,2010,"Slovenia",2010,"Progressive death"
3030,"Mortal Decay",7,1991,"USA",-,"Brutal death"
3031,"Nibiru",7,2012,"Italy",2012,"Psychedelic sludge,Drone"
3032,"Nydvind",7,2000,"France",-,"Pagan black"
3033,"Odyssea",7,2004,"Italy",2004,"Heavy,Power"
3034,"Operatika Element",7,2002,"USA",-,"Symphonic power"
3035,"Palms",7,2011,"USA",2011,"Post-rock,Post-metal"
3036,"Posthumous Blasphemer",7,2001,"Belarus",-,"Technical death"
3037,"Poverty's No Crime",7,1991,"Germany",1991,"Progressive"
3038,"Project: Failing Flesh",7,2001,"USA",-,"Industrial thrash,Avantgarde"
3039,"Putrevore",7,2004,"Spain",2004,"Death"
3040,"Quadrivium",7,2005,"Norway",-,"Avantgarde,Black"
3041,"RandomWalk",7,2005,"Greece",2005,"Gothic,Metalcore"
3042,"Rorcal",7,2006,"Switzerland",-,"Doom,Sludge,Hardcore,Black"
3043,"Rumpelstiltskin Grinder",7,2002,"USA",2002,"Technical thrash"
3044,"Sanctium",7,2007,"Australia",-,"Melodic death,Progressive"
3045,"Seven Thorns",7,1998,"Denmark",1998,"Power"
3046,"Shroud Of Bereavement",7,1996,"USA",-,"Death doom,Neoclassical"
3047,"Silent Kingdom",7,1999,"Bosnia and Herzegovina",1999,"Melodic death,Extreme folk"
3048,"Silent Planet",7,2010,"USA",-,"Metalcore"
3049,"Slartibartfass",7,2005,"Germany",2005,"Viking folk"
3050,"So Much For Nothing",7,2007,"Norway",-,"Avantgarde,Depressive black"
3051,"Sorcery (Swe)",7,1986,"Sweden",1986,"Death"
3052,"Soulburn",7,1996,"The Netherlands",-,"Death"
3053,"Spiders",7,2010,"Sweden",2010,"Hard rock,Heavy"
3054,"Stick To Your Guns",7,2003,"USA",-,"Metalcore,Hardcore"
3055,"Strydegor",7,2005,"Germany",2005,"Viking black"
3056,"Su Ta Gar",7,1987,"Spain",-,"Heavy"
3057,"Subhuman",7,2001,"Italy",2001,"Death,Thrash"
3058,"Subliminal Fear",7,2001,"Italy",-,"Melodic death"
3059,"Sycronomica",7,1996,"Germany",1996,"Melodic black"
3060,"The Dogma",7,1999,"Italy",-,"Symphonic power"
3061,"The Drowning",7,2004,"United Kingdom",2004,"Doom,Death"
3062,"The Great Deceiver",7,2000,"Sweden",-,"Alternative"
3063,"The Moth Gatherer",7,2009,"Sweden",2009,"Post-metal,Sludge"
3064,"The Soulless",7,2010,"United Kingdom",-,"Melodic metalcore"
3065,"The Storyteller",7,1995,"Sweden",1995,"Heavy,Power"
3066,"The Wandering Midget",7,2005,"Finland",-,"Doom"
3067,"Thirdmoon",7,1994,"Austria",1994,"Death"
3068,"Thor",7,1973,"Canada",-,"Hard rock,Heavy,Power"
3069,"Thundra",7,1998,"Norway",1998,"Viking black"
3070,"Thy Worshiper",7,1993,"Poland",-,"Pagan folk,Black"
3071,"Tublatanka",7,1982,"Slovak Republic",1982,"Melodic heavy,Hard rock"
3072,"Tysondog",7,1983,"United Kingdom",-,"New wave of british heavy,Heavy"
3073,"Unfathomable Ruination",7,2010,"United Kingdom",2010,"Brutal death"
3074,"Urt",7,2004,"Estonia",-,"Pagan black"
3075,"Usnea",7,2011,"USA",2011,"Blackened doom"
3076,"Valkiria",7,1996,"Italy",-,"Gothic,Black"
3077,"Vaura",7,2012,"USA",2012,"Progressive"
3078,"Vemod",7,2000,"Norway",-,"Black"
3079,"Venomous Concept",7,2004,"USA",2004,"Grindcore,Hardcore,Punk"
3080,"Verwüstung",7,2010,"USA",-,"Ambient black,Shoegaze,Drone doom,Post-,Rock"
3081,"Vicious Art",7,2002,"Sweden",2002,"Death,Thrash"
3082,"Wallachia",7,1992,"Norway",-,"Symphonic black"
3083,"War From A Harlots Mouth",7,2005,"Germany",2005,"Math,Metalcore"
3084,"Warrior",7,1983,"USA",-,"Heavy,Power"
3085,"Wiegedood",7,2014,"Belgium",2014,"Black"
3086,"Winter's Verge",7,2004,"Cyprus",-,"Power"
3087,"Wolfpakk",7,2010,"Germany",2010,"Heavy"
3088,"Wraith Of The Ropes",7,2001,"USA",-,"Funeral doom"
3089,"2 Times Terror",6,2006,"Finland",2006,"Industrial"
3090,"5 Star Grave",6,2005,"Italy",-,"Melodic death"
3091,"Abysmal Grief",6,1995,"Italy",1995,"Gothic doom"
3092,"Adversarial",6,2007,"Canada",-,"Blackened death"
3093,"Age Of Artemis",6,2006,"Brazil",2006,"Melodic power"
3094,"Airborn",6,1995,"Italy",-,"Power"
3095,"Airged L'amh",6,1987,"Greece",1987,"Heavy,Power,Folk"
3096,"Aletheian",6,2003,"USA",-,"Melodic death"
3097,"Alkemyst",6,1998,"France",1998,"Progressive power"
3098,"Allfader",6,2001,"Norway",-,"Black,Death"
3099,"Altar (ROM)",6,1991,"Romania",1991,"Thrash"
3100,"Amestigon",6,1993,"Austria",-,"Black"
3101,"Amulance",6,1984,"USA",1984,"Power,Speed"
3102,"Angel Blake",6,2004,"Sweden",-,"Heavy"
3103,"Antropofagus",6,1998,"Italy",1998,"Brutal death"
3104,"Aoria",6,2007,"Sweden",-,"Progressive,Post-rock"
3105,"Arkham Witch",6,2008,"United Kingdom",2008,"Doom"
3106,"Artefact",6,2000,"France",-,"Melodic black"
3107,"Asenblut",6,2006,"Germany",2006,"Pagan black"
3108,"Aska",6,1990,"USA",-,"Heavy,Us power"
3109,"Aspherium",6,2007,"Norway",2007,"Melodic death"
3110,"Balrog",6,1999,"France",-,"Black"
3111,"Bastard Priest",6,2002,"Sweden",2002,"Death"
3112,"Behind The Scenery",6,1996,"Germany",-,"Gothenburg,Progressive"
3113,"Benighted In Sodom",6,2004,"USA",2004,"Atmospheric black"
3114,"Bergraven",6,2002,"Sweden",-,"Black"
3115,"Bible Of The Devil",6,1999,"USA",1999,"Stoner"
3116,"Big End Bolt",6,2007,"Russia",-,"Brutal death"
3117,"Birth Of Depravity",6,2005,"Greece",2005,"Brutal death"
3118,"Blöod Düster",6,1991,"Australia",-,"Grindcore"
3119,"Black Autumn",6,1995,"Germany",1995,"Ambient black,Doom"
3120,"Black Bomb A",6,1995,"France",-,"Metalcore"
3121,"Black Monolith",6,2010,"USA",2010,"Black,Post-metal,Crust,Punk"
3122,"Black Steel",6,2000,"Australia",-,"Heavy,Power"
3123,"Blackstar Halo",6,1998,"Finland",1998,"Melodic heavy"
3124,"Bumblefoot",6,1998,"USA",-,"Progressive hard rock"
3125,"Burn The Priest",6,1994,"USA",1994,"Death"
3126,"Buzzov?en",6,1989,"USA",-,"Sludge"
3127,"Cain's Dinasty",6,2006,"Spain",2006,"Power"
3128,"Car Bomb",6,2000,"USA",-,"Math,Metalcore"
3129,"Carpathian Full Moon",6,1990,"Norway",1990,"Black,Doom"
3130,"Cauldron Born",6,1994,"USA",2003,"Us power"
3131,"Centurian",6,1997,"The Netherlands",1997,"Death"
3132,"Cerebral Fix",6,1986,"United Kingdom",-,"Thrash"
3133,"Chapel Of Disease",6,2008,"Germany",2008,"Death"
3134,"Clinging To The Trees Of A Forest Fire",6,2006,"USA",2013,"Grindcore"
